city,company,title,state,description
,,,,
New York,Kforce Inc,Sr. Web Developer ( C#/ ASP.NET/ WCF/MVC/SQL ),NY,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Lead/Senior Software Developer for their New York, New York (NY) location. The Software Developer supports the development of numerous software applications. This is a great opportunity for a full time position with this company.  Responsibilities:  Build secure, globalized software using standard design patterns  Develop automated unit tests to ver...
                    "
Staffordville,Kforce Inc,System Administrator,CT,"
                        RESPONSIBILITIES:  Kforce has a System Administrator in the Staffordville, Connecticut (CT) area.  Main Responsibilities:  Oversees, plans and provides support for highly complex system and database administration  Coordinates with client management to formulate highly complex technical solutions  Identifies / implements solutions based on client needs  Informs client management of appropriate dev...
                    "
Newington,Kforce Inc,System Administrator,CT,"
                        RESPONSIBILITIES:  Kforce has a client seeking a System Administrator in Newington, Connecticut (CT).  Main Responsibilities:  Provides support for moderately complex technical and team management activities related to system/database administration  Performs moderately complex systems/database administration  Monitors and tunes appropriate systems to ensure optimum level of performance  Oversees ...
                    "
New York,Kforce Inc,Business / Help Desk Support Specialist,NY,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Business Help Desk Support Specialist in New York, New York (NY).  Responsibilities:  Assist with managing intake of new change requests and enhancements  Help the Business Analysts team by documenting the change requests and enhancements  Produce canned reports  Help team members to coordinate meetings as needed  Help with data analysis  Troublesho...
                    "
Palo Alto,Kforce Inc,Software Engineer - Platform / SDK,CA,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Software Engineer - Platform/SDK in Palo Alto, California (CA).  This fortune 500 client invents unprecedented technologies combining cutting edge hardware and software for consumers and professionals. They are organized a bit differently - as a standalone, entrepreneurial, vertically integrated team of engineers, marketers and designers. Versatilit...
                    "
Dallas,Kforce Inc,Java Software Engineer,TX,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Java Software Engineer in Dallas, TX.  Work Activities/Context:  Expertise in Revenue Management or Pricing Strategy / Technology is a benefit  Use extensive technology skills (Java, SQL, VBA, Access, etc.) and business knowledge to build, update, and maintain scalable applications, datasets, and automated processes to support Department  Proactivel...
                    "
Newark,Kforce Inc,System Administrator,DE,"
                        RESPONSIBILITIES:  Kforce has a client seeking a System Administrator in Newark, DE.  Main Responsibilities:  Installs, investigates and resolves matters of significance with computer software and hardware equipment  Coordinates the installation of client department specific applications and systems  Determines appropriate method for installing applications and systems; resolves matters of signifi...
                    "
Columbus,Kforce Inc,Business Analyst,OH,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Business Analyst in Columbus, Ohio (OH).  Description:  A Java Analyst acts as a subject matter expert to satisfy the needs of business partners, technical architects, project managers, software developers, & quality assurance. This role is responsible for understanding and documenting high level solution designs and detailed functional designs, the...
                    "
Longmeadow,Kforce Inc,IT / Server Technician,MA,"
                        RESPONSIBILITIES:  Kforce has a client that is in search of an IT Technician to install and decommission servers at a client site in Longmeadow, (MA). This particular site is an install / de-installation should take about a half day. Working on this assignment will make the consultant the go-to technician for all future projects with Kforce in the Chattanooga, TN area.  REQUIREMENTS:  Successful c...
                    "
San Diego,Kforce Inc,Senior Java Engineer,CA,"
                        RESPONSIBILITIES:  Kforce has a client seeking Senior Java Engineer in San Diego, California (CA). This is a 6 month contract with the possibility to hire position.  Overview:  The candidate will be looking to make coding changes based on the consumer feedback so that the answers given by the product are more efficient. The successful applicant will be a part of three Scrum/Agile teams on micro pr...
                    "
San Diego,Kforce Inc,Senior Web Developer,CA,"
                        RESPONSIBILITIES:  Kforce has a client seeking Senior Web Developer in San Diego, California (CA). This is a 6 month contract with the possibility to hire position.  Overview:  The candidate will be looking to make coding changes based on the consumer feedback so that the answers given by the product are more efficient. The successful applicant will be a part of three Scrum/Agile teams on micro pr...
                    "
San Antonio,Kforce Inc,Business Program / Project Manager,TX,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Business Program / Project Manager in San Antonio, Texas (TX).  Job Role:  Leads and motivates cross-functional team members in the development and implementation of program and projects that support key initiatives  Performs complex and unique work assignments and problem resolution  Initiates and proactively manages the development of the program ...
                    "
Houston,Kforce Inc,Clinical Application analyst,TX,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Clinical Application Analyst in Houston, Texas (TX).  The Clinical Application Analyst is responsible for advancing the functionality and operational efficiency of assigned information systems and solutions. This entails analysis, design and development of new software modules; advising, assisting, and training customers in the operation and adminis...
                    "
Cleveland,Kforce Inc,Sitecore Developer,OH,"
                        RESPONSIBILITIES:  A kforce client located in Cleveland, Ohio has a 6 to 12 month contract opportunity for a Sitecore Developer.  The position offers opportunities to explore, learn, and integrate mobile, social media and collaboration technologies and provide engaging user experiences. Additional responsibilities include providing project management support and coaching and mentoring other staff ...
                    "
Houston,Kforce Inc,Senior Application Analyst,TX,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Senior Application Analyst in Houston, Texas (TX).  Position Description and Responsibilities:  The Senior Application Analyst is responsible for the analysis, building, testing and implementing of information systems and solutions. The Senior Application Analyst is accountable for providing knowledge and skills in assigned software applications and...
                    "
Columbus,Kforce Inc,Web Front End Developer,OH,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Web Front End Developer in Columbus, Ohio (OH).  Responsibilities:  Building registration forms using online registration tool  Designing & maintaining websites  Work with Event Planners and clients to produce highly effective content and registration websites  Providing support for Event Planners with regards to the online event system  Maintaining...
                    "
Madison,Kforce Inc,C# Developer-Contract Only,WI,"
                        RESPONSIBILITIES:  Kforce has a client in Madison, Wisconsin (WI) that is seeking a System Application Developer to work within a team as they enhance the system portfolio to meet the growing needs of the business.  Summary:  In this role, the successful candidate will perform the full range of application development activities. The candidate will modify, code, test and document application progr...
                    "
Madison,Kforce Inc,Junior Project Manager,WI,"
                        RESPONSIBILITIES:  Kforce is partnering with a local organization in search of a Junior Level Project Manager/Project Coordinator to assist on a large implementation project. This position is located in Madison, WI.  Day to Day Duties:  Maintain databases, spreadsheets and files utilizing various desktop software programs. Primarily using the MS Office Suite, Visio and Clarity / MS Project  Helps ...
                    "
New York,Kforce Inc,User Interface / Web Developer,NY,"
                        RESPONSIBILITIES:  Kforce has a client seeking an Application Developer in New York, New York (NY).  Job Description:  Designs, analyzes, develops, codes, tests, debugs and documents programming to satisfy business requirements  Work with a team of developers to create a rich HTML5 interface to re-platform the AM Dashboard  REQUIREMENTS:  Proficient in application development skills for more than ...
                    "
Vancouver,Kforce Inc,Firmware Engineer,WA,"
                        RESPONSIBILITIES:  Kforce has a client seeking Firmware Engineers to join their team in Vancouver, WA. These are exciting long term projects for skilled embedded engineers.  Engineers will help with the following issues:  Firmware issues debugging and resolution for printer products  In depth triage of firmware and hardware issues  Firmware development for new functionality requests  Attend engine...
                    "
New Brunswick,Kforce Inc,Core Java Developer,NJ,"
                        RESPONSIBILITIES:  Kforce has a client in New Brunswick, New Jersey (NJ) that looking for a Java Developer with extensive experience in the financial domain.  REQUIREMENTS:  Experience in Sec Lending / Collateral Management / Trade execution / Order processing  3 - 5 years experience with Core Java Data Structure / Collections  Experience and skills with the following:  Messaging (MQ)  Multithread...
                    "
Tampa,Kforce Inc,ERP Director,FL,"
                        RESPONSIBILITIES:  One of Kforce premier clients located in Tampa, FL is currently seeking an ERP Director for a permanent opportunity.  The ERP Director will manage the company's ERP systems, including the full suite of Oracle EBS Financials with Self Service Apps (OTL, OIE, iReceivables, etc.), Salesforce.com, HRIS and other HR related modules such as Talent Management, eLearning, eRecruitment, ...
                    "
Atlanta,Kforce Inc,Senior Windows (Active Directory) Engineer,GA,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Senior Windows (Active Directory) Engineer in Atlanta, Georgia (GA).  Essential Functions:  Plans, designs and deploys large scale complex systems, including enterprise infrastructure, information systems, ERP applications, and internet technologies  Projects typically involve on both software and hardware components  Evaluates existing systems to u...
                    "
Windsor,Kforce Inc,Junior Mobile App Developer,CT,"
                        RESPONSIBILITIES:  Kforce has a client looking for an entry level Mobile Application Web Developer who will be responsible for creating the next series of applications for the MarketPlace. This position is located in Windsor, CT. The candidate will get to work on everything from front-end HTML, CSS, and JavaScript to the server-side code.  The client is looking for people that want to create mobil...
                    "
New York,Kforce Inc,Account Supervisor (Digital Media / Advertising ),NY,"
                        RESPONSIBILITIES:  Kforce has a client seeking an Account Director in New York, New York (NY).  Essential Functions:  Represent the interests of the client and the agency; be a trusted partner internally and externally  Raise and hold the bar on quality deliverables that the candidate is proud of  Leverage Subject Matter Experts to make data driven decisions that produce actionable results  Lead c...
                    "
Atlanta,Kforce Inc,Customer Support Engineer,GA,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Customer Support Engineer in Atlanta, GA.  Daily Responsibilities:  They are seeking candidates to join their client's customer organization in the Technical Assistance Center (TAC), providing exceptional technical support to some of the largest video service providers in the world. Engineers in this role provide assistance in resolving video soluti...
                    "
Houston,Kforce Inc,Senior Application Analyst,TX,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Senior Application Analyst in Houston, Texas (TX).  Position Description and Responsibilities:  The Senior Application Analyst is responsible for the analysis, building, testing and implementing of information systems and solutions. The Senior Application Analyst is accountable for providing knowledge and skills in assigned software applications and...
                    "
,,,,
Vancouver,Kforce Inc,Firmware Engineer,WA,"
                        RESPONSIBILITIES:  Kforce has a client seeking Firmware Engineers to join their team in Vancouver, WA. These are exciting long term projects for skilled embedded engineers.  Engineers will help with the following issues:  Firmware issues debugging and resolution for printer products  In depth triage of firmware and hardware issues  Firmware development for new functionality requests  Attend engine...
                    "
New Brunswick,Kforce Inc,Core Java Developer,NJ,"
                        RESPONSIBILITIES:  Kforce has a client in New Brunswick, New Jersey (NJ) that looking for a Java Developer with extensive experience in the financial domain.  REQUIREMENTS:  Experience in Sec Lending / Collateral Management / Trade execution / Order processing  3 - 5 years experience with Core Java Data Structure / Collections  Experience and skills with the following:  Messaging (MQ)  Multithread...
                    "
Tampa,Kforce Inc,ERP Director,FL,"
                        RESPONSIBILITIES:  One of Kforce premier clients located in Tampa, FL is currently seeking an ERP Director for a permanent opportunity.  The ERP Director will manage the company's ERP systems, including the full suite of Oracle EBS Financials with Self Service Apps (OTL, OIE, iReceivables, etc.), Salesforce.com, HRIS and other HR related modules such as Talent Management, eLearning, eRecruitment, ...
                    "
Atlanta,Kforce Inc,Senior Windows (Active Directory) Engineer,GA,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Senior Windows (Active Directory) Engineer in Atlanta, Georgia (GA).  Essential Functions:  Plans, designs and deploys large scale complex systems, including enterprise infrastructure, information systems, ERP applications, and internet technologies  Projects typically involve on both software and hardware components  Evaluates existing systems to u...
                    "
Windsor,Kforce Inc,Junior Mobile App Developer,CT,"
                        RESPONSIBILITIES:  Kforce has a client looking for an entry level Mobile Application Web Developer who will be responsible for creating the next series of applications for the MarketPlace. This position is located in Windsor, CT. The candidate will get to work on everything from front-end HTML, CSS, and JavaScript to the server-side code.  The client is looking for people that want to create mobil...
                    "
New York,Kforce Inc,Project Manager - UI/eCommerce,NY,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Project Manager in New York, New York (NY). They are looking for a PM with e-commerce experience working with consumer facing web applications.  Project Management & Delivery:  Responsible for all aspects of the development/implementation of projects and programs involving department or cross-functional teams focused on the delivery of a product or ...
                    "
,,,,
Boston,Kforce Inc,"Senior / Principal Software Engineer (Java, JEE)",MA,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Senior / Principal Software Engineer (Java, JEE) in Boston, Massachusetts (MA).  Kforce has a client seeking a Senior/Principal Software Engineer to play a key role in the design and development of innovative software products utilized in the healthcare industry. This person will work with talented cross-functional teams to shape complex business re...
                    "
Silver Spring,Kforce Inc,Senior IT Project Manager,MD,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Senior IT Project Manager in Silver Spring, Maryland (MD).  Responsibilites:  Leads the delivery of a highly complex project(s)  Maintains a tactical focus  Sets clear objectives and defined deliverables  Develops cost benefit analyses for the project, communicates to an executive committee, creates and reports project status utilizing a dashboard, ...
                    "
Boston,Kforce Inc,Web Software Engineer,MA,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Web Software Engineer with front end web development expertise to build innovative, web-based, software products utilized within the healthcare industry. This position is located in Boston, MA. This person will work with a variety of technologies including .NET, Angular JS, and HTML5. The candidate will collaborate with talented, cross-functional te...
                    "
Seattle,Kforce Inc,Business Analyst,WA,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Business Analyst in Seattle, Washington (WA).  Responsibilities:  Partner with the business and technology teams to define software delivery project requirements and scope to fulfill business strategies  Develop in-depth knowledge and understanding of order management, fulfillment and supply chain business processes and supporting systems functional...
                    "
New York,Kforce Inc,Account Supervisor (Digital Media / Advertising ),NY,"
                        RESPONSIBILITIES:  Kforce has a client seeking an Account Director in New York, New York (NY).  Essential Functions:  Represent the interests of the client and the agency; be a trusted partner internally and externally  Raise and hold the bar on quality deliverables that the candidate is proud of  Leverage Subject Matter Experts to make data driven decisions that produce actionable results  Lead c...
                    "
Atlanta,Kforce Inc,Customer Support Engineer,GA,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Customer Support Engineer in Atlanta, GA.  Daily Responsibilities:  They are seeking candidates to join their client's customer organization in the Technical Assistance Center (TAC), providing exceptional technical support to some of the largest video service providers in the world. Engineers in this role provide assistance in resolving video soluti...
                    "
Scottsdale,Kforce Inc,Senior UI / UX Designer,AZ,"
                        RESPONSIBILITIES:  Kforce has a client in Scottsdale, Arizona (AZ) that is seeking a Senior UI /UX Designer.  Overview:  The client is looking for a savvy Designer to build web and mobile interfaces that define their apps and services. As a member of the team, the successful applicant will work closely within all levels of the organization to translate product design and development into an elegan...
                    "
Murray,Kforce Inc,Front End Developer,UT,"
                        RESPONSIBILITIES:  Kforce has a client looking for a mid to senior-level Front-End Developer in Murray, UT to assist in major enhancements to their product. This candidate should have experience with CSS/HTML development. This candidate will be primarily focused on the UI, fonts, color and style sheet.  REQUIREMENTS:  To be considered for this position, candidates must have experience in a similar...
                    "
Madison,Kforce Inc,.Net Developer,WI,"
                        RESPONSIBILITIES:  Kforce has a client with an excellent opportunity with an immediate opening for someone with midlevel experience developing/designing VB.NET and C# web applications and APIs. This position will be working independently within a smaller team of creative, motivated, intelligent, organized and hard-working individuals.  REQUIREMENTS:  Bachelor's degree in a related field or equival...
                    "
Murray,Kforce Inc,Ruby Developer,UT,"
                        RESPONSIBILITIES:  Kforce has a client looking for a mid-senior Ruby developer to join their team in Murray, Utah (UT).  REQUIREMENTS:  Ruby/Rails Developer with Postgres DB  Heroku as a very good to have  Must have web/application development experience in Ajax, Ruby/Rails (3.x)  Have exposure to the Ruby Console and must be perceived as a GOTO for multi-tenant web applications...
                    "
Orange,Kforce Inc,Back End Web Developer,CA,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Back End Web Developer in Orange, California (CA).  Senior Software Engineer Job Purpose:  Develops information systems by studying operations; designing, developing, and installing software solutions; supports and develops software team.  Senior Software Engineer Job Duties:  Develops software solutions by studying information needs; conferring wit...
                    "
Orange,Kforce Inc,Back End Web Developer,CA,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Back End Web Developer in Orange, CA.  Senior Software Engineer Job Purpose: Develops information systems by studying operations; designing, developing, and installing software solutions; supports and develops software team.  Job Duties:  Develops software solutions by studying information needs; conferring with users; studying systems flow, data us...
                    "
San Diego,Kforce Inc,Senior Application Coordinator,CA,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Sr. Application Coordinator for their San Diego, California (CA) location.  Position Description:  Provides analysis related to application support, and solves problems. Evaluates impact of hardware and desktop operating systems on software performance, and recommends changes to the application support team. This is primarily in support of a documen...
                    "
Los Angeles,Kforce Inc,Help Desk / Tech Support,CA,"
                        RESPONSIBILITIES:  Kforce has a client which has 4 open reqs for Help Desk / Tech Support in Los Angeles, CA.  Responsibilities:  Candidate provides workstation support for users and/or clients, resolving computer issues and help desk-related requests  The Technician plans, analyzes, configures, and installs new personal computer systems, determining user specifications for hardware and software u...
                    "
San Diego,Kforce Inc,.NET Programmer / Analyst,CA,"
                        RESPONSIBILITIES:  Kforce has a client seeking a .NET Programmer / Analyst in San Diego, Calfiornia (CA).  Essential Fucntions:  Work with collaborative teams to build and further advance our clients CAD software systems and applications using C#  Participate in the design, development, maintenance, and support of in-house software solutions for the management of technical data  Support the config...
                    "
Charlotte,Kforce Inc,IT Project Manager,NC,"
                        RESPONSIBILITIES:  Kforce has a client seeking a IT Project Manager in Charlotte, NC.  Responsibilties:  Responsible for leading project teams and managing all activities in a project life-cycle (initiation planning, executing/controlling, and closing) associated with high visibility projects that are long-term, across one or more lines of business and carry a substantial impact to the relevant bu...
                    "
Greenwood Village,Kforce Inc,Project Manager - Video,CO,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Project Manager - Video Operations in Greenwood Village, Colorado (CO).  Responsibilities:  Establishes and implements project management processes and methodologies for the Video Operations community to ensure projects are delivered on time, within budget, adhere to high quality standards and meet customer expectations  Responsible for assembling p...
                    "
Atlanta,Kforce Inc,Application / Network Security SME,GA,"
                        RESPONSIBILITIES:  Kforce has a client seeking an Application / Network Security SME in Atlanta, GA.  Description:  Analyze application security threats, determines countermeasures and identifies vulnerability risk  Manage, communicate, and maintain application security defects and their resolution with the security division  Ensure application design and development complies with Technologies Str...
                    "
West Des Moines,Kforce Inc,IT Project Manager,IA,"
                        RESPONSIBILITIES:  Kforce has a client seeking an IT Project Manager in West Des Moines, IA.  Responsibilities:  Responsible for leading project teams and managing all activities in a project lifecycle (initiation, planning, executing/controlling, and closing) associated with high visibility projects that are long-term, across one or more lines of business and carry a substantial impact to the rel...
                    "
Peoria,Kforce Inc,Quality Assurance Test Analyst,IL,"
                        RESPONSIBILITIES:  Kforce has a client seeking a QA Test Analyst for their office in Peoria, IL. The Quality Assurance Test Analyst will participate on Corporate IT QA Test teams to assist in defining test objectives, testing engagements, and provide actionable analysis to help support QA testing efforts.  Duties:  Provides testing services for enterprise applications and infrastructure, including...
                    "
Washington,Kforce Inc,Java Developer,DC,"
                        RESPONSIBILITIES:  Kforce Government Solutions has a client searching for a senior level Java Developer to help enhance a national document repository in Washington, DC. The successful candidate will have proven experience in designing, developing, and maintaining complex systems on the Java platform. Specific responsibilities include designing, developing, maintaining, and releasing web applicati...
                    "
New York,Kforce Inc,System Engineer,NY,"
                        RESPONSIBILITIES:  Kforce has a client seeking a System Engineer in New York, New York (NY).  Responsibilities:  Serve as technical subject matter expert to the Markets Group's projects teams  Assist in evaluating technical architecture of the vendor COTS solutions and translate/adopt them to fit into Markets system environment  Design and implement system infrastructure components as well as non-...
                    "
Sherman Oaks,Kforce Inc,Social Media Manager,CA,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Social Media Manager in Sherman Oaks, California (CA).  They are looking for a dynamic and passionate Social Media Manager who is responsible for developing and executing a well-defined social media strategy that increases our brand awareness and engages with our customers. This person is responsible for evaluating, organizing, managing and contribu...
                    "
San Diego,Kforce Inc,Senior Database Administrator,CA,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Sr. Database Administrator in San Diego, Calfiornia (CA).  Responsibilities:  Install, configure, patch, and upgrade Oracle databases and related products on Windows and Linux platforms  Install, configure, patch, and upgrade Microsoft SQL server databases  Support multiple databases in development, test, and production environments  Build database ...
                    "
Hartford,Kforce Inc,Desktop Support,CT,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Desktop Support candidate to join their team in Hartford, CT. This client needs IT support professionals to join the team to support a hospital EPIC rollout supporting internal systems and users.  Description:  Rollout assistance  2-3 people HD, DT support; Entry level breakdown, equipment set up  Project lead working with un-boxing  Imaging  REQUIR...
                    "
Orange,Kforce Inc,Front End UI Developer,CA,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Front End UI Developer in Orange, California (CA). This individual will have a direct impact on the design and development of our platform's mobile presence. The candidate will understand business processes, design solutions, make decisions, and provide estimates of effort.  Responsibilities:  Implement, Review, Refactor and Refine the Web Client wh...
                    "
San Diego,Kforce Inc,Software Development Manager,CA,"
                        RESPONSIBILITIES:  We have a fulltime opportunity for a Software Development Manager to work for a rapidly growing company out of San Diego, CA. We need a qualified candidate to join the Software Engineering Team to manage, track, measure, and report on multiple development initiatives. You will be assisting the mobile and software development teams prioritize work flow. If this is something you f...
                    "
Cleveland,Kforce Inc,Senior Systems / Network Administrator,OH,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Senior Systems Administrator in Cleveland, Ohio (OH).  Summary:  The successful applicant's daily responsibilities include installation, configuration, and administration of Windows 2008 / 2012 Servers and configuration of Windows 7 workstations. The ideal candidate will engineer and support a growing systems environment that includes VMware, SAN, S...
                    "
Charlotte,Kforce Inc,Egain Engineer,NC,"
                        RESPONSIBILITIES:  Kforce has a long term contract opportunity for a Genesys Engineer position with one of our Fortune 100 partners to complete end to end call flow analysis and documentation on all incoming requests to ensure traceability of impacts to CTI platforms to include Call Routing and Softphone/End-points. This position is able to sit in multiple locations.  Responsibilities:  Owns all o...
                    "
Westerville,Kforce Inc,Tech Ops Analyst - Westerville,OH,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Tech Ops Analyst in Westerville, Ohio (OH).  Roles/Responsibilities:  Provides on-going technical PC/LAN hardware/software support for Windows XP and Windows 7 desktop environment  Responds to high priority issues that have a large financial impact  Hardware/software problem determination, workstation consulting and configuration, and hardware/softw...
                    "
Canton,Kforce Inc,Server Administrator,OH,"
                        RESPONSIBILITIES:  Kforce has a client that is seeking a System Administrator in Canton, Ohio (OH). This role will work on 1st shift with this company.  Summary:  Reporting directly to the Director of IT and in conjunction with other System and Network Administrator(s), the System Administrator is responsible for designing, organizing, modifying, and supporting the company's computer systems; incl...
                    "
,,,,
Fort Collins,Kforce Inc,Software Engineer,CO,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Software Engineer to join their team in Fort Collins, Colorado (CO).  Responsibilities:  Designs enhancements, updates, and programming changes for portions and subsystems of end-user applications software running on local, networked, and Internet-based platforms  Analyzes design and determines coding, programming, and integration activities require...
                    "
Austin,Kforce Inc,Senior Windows Platform Engineer,TX,"
                        RESPONSIBILITIES:  A Kforce client is seeking a Senior Windows Engineer in Austin, Texas (TX). The Senior Systems Engineer develops, maintains and supports the technical infrastructure, hardware, and system software components for moderately complex projects.  Roles and Responsibilities Include:  Performs configuration, debugging and support for multiple infrastructure platforms on moderately comp...
                    "
Lake Oswego,Kforce Inc,IT Project Manager Specialist,OR,"
                        RESPONSIBILITIES:  Kforce has a client seeking an IT Project Manager Specialist located in Lake Oswego, Oregon (OR).  Top 3 - 5 daily responsibilities:  Track and monitor progress for multiple delivery & testing teams  Status reporting  Facilitation and coordination  Job Responsibilities:  Direct and manage project development from beginning to end  Define project scope, goals and deliverables tha...
                    "
Windsor,Kforce Inc,Program Manager,CT,"
                        RESPONSIBILITIES:  Kforce has a Greater-Hartford client that is looking to bring on 2-3 Program Managers within the retirement services area ASAP! Will be involved in enterprise-level initiatives, interacting with both the business and IT sides of the house. 12 Month contracts plus extensions.  Responsibilities include:  Oversees the organization and execution of multi-dimensional project work str...
                    "
Chicago,Kforce Inc,Front End Developer,IL,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Front End Developer to join their team in Madison, Wisconsin (WI).  Summary:  The successful applicant will work as a member of the front-end web team to produce both full applications and make changes to existing sites. The ideal candidate will work with technology stacks including RESTful JSON format service architecture, WordPress, Ext JS, jQuery...
                    "
Greenwood Village,Kforce Inc,Project Manager - Video / Data,CO,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Project Manager - Data / Operations in the Greenwood Village, Colorado (CO).  Responsibilities:  Establishes and implements project management processes and methodologies for the Video Operations community to ensure projects are delivered on time, within budget, adhere to high quality standards and meet customer expectations  Responsible for assembl...
                    "
Deerfield,Kforce Inc,Senior Project Manager,IL,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Sr. Project Manager for a contract opportunity in Deerfield, IL  Summary:  The BioScience Commercial IT Team needs an outstanding Technical Project Manager to manage a large scale data integration. Areas of responsibility include project planning, scheduling and resource management, communication management, business requirement gathering, working w...
                    "
Beaverton,Kforce Inc,Operations Intelligence Center (OIC) Engineer,OR,"
                        RESPONSIBILITIES:  Kforce has a client seeking an Operations Intelligence Center (OIC) Engineer in Beaverton, Oregon (OR).  Scope of the role:  As the Operations Intelligence Center (OIC) Engineer, the successful applicant will use their broad background of infrastructure and application monitoring experiences to identify consumer experience issues and backend system challenges across multiple ser...
                    "
New York,Kforce Inc,Senior Software Engineer w/ Hadoop,NY,"
                        RESPONSIBILITIES:  A Kforce client has an opening in New York for a Software Engineer to join the team that is implementing a high-performance, highly-scalable Data Management and Analytics platform. This candidate will have the opportunity to apply and hone their skills on cloud computing and use the latest software development technologies and techniques to build the system that will process pet...
                    "
Irvine,Kforce Inc,Sybase Server Systems Engineerin/Database Arch,CA,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Sybase Server Systems Engineerin/Database Arch  Overview:  Focus will be on Sybase database (Adaptive Server) server systems engineering, deployment and integration with other infrastructure (not SQL query or application development)  Designs and builds relational databases for data storage or processing  Develops strategies for warehouse implementa...
                    "
San Jose,Kforce Inc,Technical Support Engineer,CA,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Technical Support Engineer in San Jose, California (CA).  Summary:  For years, the client's vision has been to change the way the world works, lives, plays, and learns. The client's vision is more relevant today than ever. They made the Internet what it is today. First, they focused on creating connectivity. Now, they are entering the Internet of Ev...
                    "
Edison,Kforce Inc,Java Developer,NJ,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Java Developer in Edison, New Jersey (NJ). This could be a contract to hire role.  This client is looking for a Java Developer to develop in a few diverse application areas. This Developer will be working with warehouse applications, procurement, shipping, and financial applications. The applications are currently running with DB2, CICS, and COBOL a...
                    "
Irvine,Kforce Inc,Software Development Engineer,CA,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Front-End Software Development Engineer in Irvine, CA. This client is seeking a Software Developer for a 6 - 9 month contract to take designs from artists and convert them to working interactive UI's in HTML5/JavaScript.  REQUIREMENTS:  Scripter/engineer for a 6-9 month on-site contract capable of writing high performance, interactive UI solutions i...
                    "
Chandler,Kforce Inc,Cloud Infrasture Engineer,AZ,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Python Developer in Chandler, AZ. The project will focus around Python coding on an Open-Stack based private cloud.  REQUIREMENTS:  Must have strong Python development skills and integration engineering experience working in a complex business environment  He/she must have experience working with REST APIs, databases (MySQL, Oracle, SQLAlchemy, NoSQ...
                    "
Coconut Creek,Kforce Inc,Senior Software Engineer,FL,"
                        RESPONSIBILITIES:  A Kforce client in Coconut Creek, Florida (Fl) is looking for a Senior Software Engineer to design, develop and test operating systems-level software, compilers, and network distribution software for medical, industrial, military, communications, aerospace, business, scientific and general computing applications.  REQUIREMENTS:  Bachelors degree in Computer Science, Software Eng...
                    "
,,,,
New York,Kforce Inc,SQL DBA Hedge Fund / Investment firm,NY,"
                        RESPONSIBILITIES:  Kforces client, a major investment firm is looking for a SQL DBA in New York, New York (NY). The candidate will be supporting existing database instances and should be willing to learn to support database development. These instances will include transactional and data warehouse systems. Responsibilities will include but are not limited to: supporting developer requests, maintai...
                    "
Boston,Kforce Inc,Help Desk / Field Technician,MA,"
                        RESPONSIBILITIES:  Kforce has a client seeking a Help Desk / Field Technician in Boston, Massachusetts (MA).  The client markets themselves as an efficient, customer centric, boutique IT services provider. This is an extremely fast paced environment that will offer a unique opportunity for new candidates to touch and familiarize themselves with cutting edge technology.  Responsibilities:  Travel t...
                    "
